coreid,url,species,family,genus
cc0b3a07-da65-41ed-b914-5b207fd4fe32,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004101_Syrphus_(Syrphidae)_nigripes_hef.jpg,Syrphus_nigripes,Syrphidae,Syrphus
0cf9a2fe-f530-4cc0-8d8a-c804969736fa,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012730_Epibates_marginatus_hef.jpg,Epibates_marginatus,Bombyliidae,Epibates
48d35cd8-eaa6-4396-a9a1-7c3b63c3cf64,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007673_Pipunculus_pallipes_hef.jpg,Pipunculus_pallipes,Pipunculidae,Pipunculus
19db93ab-09da-43b6-a2e7-4bc9d6b63180,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603853_Syrphus_rectus_hef.jpg,Syrphus_rectus,Syrphidae,Syrphus
869b5209-6d44-40af-9bb1-c155a1c9cccb,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012971_Dolichopus_melanocerus_hef.jpg,Dolichopus_melanocerus,Dolichopodidae,Dolichopus
f63fd40d-3375-42ca-b2db-bb9dbba4bd88,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00033273_Ommatius_bipartitus_hef.jpg,Ommatius_bipartitus,Asilidae,Ommatius
7bc2b97f-fef1-48b4-a674-94f13a466129,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012818_Saropogon_adustus_hef.jpg,Saropogon_adustus,Asilidae,Saropogon
f2118571-4c8e-4953-907a-fcabae2bbe02,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00613602_Proctacanthus_sp_hef.jpg,Proctacanthus_sp.,Asilidae,Proctacanthus
261a091d-c8ed-4220-b618-ff4bbda592db,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012836_Lampria_felis_hef.jpg,Lampria_felis,Asilidae,Lampria
43e3874e-447d-4196-a948-741281b5d34a,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013038_Pelastoneurus_lamellatus_hef.jpg,Pelastoneurus_lamellatus,Dolichopodidae,Pelastoneurus
cba10394-dccd-4f5b-80ed-323fdaab1c90,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012577_Euparyphus_bellus_hef.jpg,Euparyphus_bellus,Stratiomyidae,Euparyphus
00f6fd96-ded2-44b9-b076-dda0417a3818,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00016169_Andrenosoma_quadrimaculata_hef.jpg,Andrenosoma_quadrimaculata,Asilidae,Andrenosoma
4b3c3bb0-b5f8-4b5c-b3ad-d69499d2f393,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012987_Dolichopus_splendidus_hef.jpg,Dolichopus_splendidus,Dolichopodidae,Dolichopus
33d93408-0ea0-43dd-9466-8ef8f217e7c6,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012677_Argyromoeba_pauper_hef.jpg,Argyromoeba_pauper,Bombyliidae,Argyromoeba
0e68ee08-1657-4dd8-8885-327dfdefb716,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030565_Tabanus_inauratus_hef.jpg,Tabanus_inauratus,Tabanidae,Tabanus
5522a9cb-00e1-4929-8ed2-31338415c142,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012779_Cyrtopogon_aurifex_hef.jpg,Cyrtopogon_aurifex,Asilidae,Cyrtopogon
96536049-1896-42b6-8730-7fc467b847c5,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001172_Platypalpus_aequalis_hef.jpg,Platypalpus_aequalis,Empididae,Platypalpus
11e60d7c-0669-49a4-a029-4a858d2ebd0e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00022371_Systropus_rufiventris_hef.jpg,Systropus_rufiventris,Bombyliidae,Systropus
5aa1f8ca-78cc-492d-92be-1927c8d284dd,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004091_Xanthogramma_felix_hef.jpg,Xanthogramma_felix,Syrphidae,Xanthogramma
381e8e44-4ab8-4bdb-bc4c-2e0ead4c234b,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026897_Pipunculus_mainensis_hef.jpg,Pipunculus_mainensis,Pipunculidae,Pipunculus
4d0acfda-32ef-4812-9b36-79f739d09c7d,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012841_Laphria_vultur_hef.jpg,Laphria_vultur,Asilidae,Laphria
d55bbd4a-9eb0-4cb8-9821-ef495915b381,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001164_Drapetis_gilvipes_hef.jpg,Drapetis_gilvipes,Empididae,Drapetis
993f8a73-8bdb-484b-90aa-3967c783e3e6,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00032759_Broticosia_rapax_hef.jpg,Broticosia_rapax,Asilidae,Broticosia
b9705dac-b827-4998-a76d-cec68f2fcca2,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004046_Tabanus_sagax_hef.jpg,Tabanus_sagax,Tabanidae,Tabanus
273c793d-c54e-4d11-91e5-15ad59ad4eca,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012694_Bombylius_ravus_hef.jpg,Bombylius_ravus,Bombyliidae,Bombylius
2fd6619c-b923-4399-b8bf-ce58f2e7f6e8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000879_Allograpta_fracta_hef.jpg,Allograpta_fracta,Syrphidae,Allograpta
8e398e49-781c-4f31-bd84-7272d8a8b955,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00035520_Tabanus_atratoides_hef.jpg,Tabanus_atratoides,Tabanidae,Tabanus
6d60dcc8-f66f-45db-8212-2b09c7fe1113,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012596_Triptotricha_fasciventris_hef.jpg,Triptotricha_fasciventris,Rhagionidae,Triptotricha
9055e6b1-a7e3-4cac-920e-eaf5d61c8ba4,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012969_Dolichopus_longipennis_hef.jpg,Dolichopus_longipennis,Dolichopodidae,Dolichopus
ca5fb814-5b20-49ef-bed1-649501e1d026,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027645_Tabanus_columbus_hef.jpg,Tabanus_columbus,Tabanidae,Tabanus
763ef928-eeab-4296-9243-27170c6357e8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00025762_Psalidia_victoria_hef.jpg,Psalidia_victoria,Tabanidae,Psalidia
03362f18-5432-443b-b2e4-c94cf1382d40,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603721_Eristalis_tenax_hef.jpg,Eristalis_tenax,Syrphidae,Eristalis
d34c5015-96e3-40b4-92eb-954618f6b726,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013471_Laphria_aktis_hef.jpg,Laphria_aktis,Asilidae,Laphria
56f5f301-39f6-4ab9-a69b-ba88ae715e1f,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00021980_Acanthinomyia_pulchella_hef.jpg,Acanthinomyia_pulchella,Stratiomyidae,Acanthinomyia
0f6dc794-12b5-44a1-9fef-982faf299bf3,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012757_Stenopogon_inquinatus_hef.jpg,Stenopogon_inquinatus,Asilidae,Stenopogon
a428e5a5-6244-4de3-b2fd-6eaff5cf91c6,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027329_Cynorhina_banksi_hef.jpg,Cynorhina_banksi,Syrphidae,Cynorhina
1fbe4981-ed4f-4e4f-837b-9a1baea5c0ee,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012965_Dolichopus_laticornis_hef.jpg,Dolichopus_laticornis,Dolichopodidae,Dolichopus
d813fc1e-c9e1-482c-8832-0838d84b7108,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000883_Volucella_(Syrphidae)_satura_hef.jpg,Volucella_satura,Syrphidae,Volucella
bdee3e03-9bce-4885-989b-823597ecedc5,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013570_Pipunculus_scoparius_hef.jpg,Pipunculus_scoparius,Pipunculidae,Pipunculus
81f1cdff-ab9a-45d6-b020-1f7c28eff922,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007554_Phthiria_coquillettei_hef.jpg,Phthiria_coquillettei,Bombyliidae,Phthiria
9ce9602a-9f12-44c1-99cb-ee187c38c494,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012912_Porphyrops_fumipennis_hef.jpg,Porphyrops_fumipennis,Dolichopodidae,Porphyrops
4a114549-3971-4102-8603-26943d0cc380,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001182_Clinocera_lineata_hef.jpg,Clinocera_lineata,Empididae,Clinocera
759032c0-a51a-4928-bbe4-154a47c205cd,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004090_Syrphus_(Syrphidae)_simplex_hef.jpg,Syrphus_simplex,Syrphidae,Syrphus
dca98fb8-4e84-46d9-81ab-2f3e2cb4bac8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007443_Mycomya_maxima_hef.jpg,Mycomya_maxima,Mycetophilidae,Mycomya
f0fe77f9-8afa-471a-9023-e28e08b8574a,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00029904_Chlorotabanus_chloroticus_aeratus_hef.jpg,Chlorotabanus_chloroticus_aeratus,Tabanidae,Chlorotabanus
9516570c-0156-4397-a35b-e8835f7018f7,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012771_Ceraturgus_lobicornis_hef.jpg,Ceraturgus_lobicornis,Asilidae,Ceraturgus
35efc147-3f88-4e77-8044-099766002fa9,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012704_Alloctus_edwardsii_hef.jpg,Alloctus_edwardsii,Bombyliidae,Alloctus
37803a55-f313-4f97-bd2f-23604da3fbcf,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001643_Neoplasta_scapularis_hef.jpg,Neoplasta_scapularis,Empididae,Neoplasta
75c749d7-c84a-4dca-9952-ba9b96611823,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00014543_Macrocera_inconcinna_hef.jpg,Macrocera_inconcinna,Mycetophilidae,Macrocera
43a16823-c49f-4d94-97b1-a52dc1f34ff6,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007552_Bombylius_fraudulentus_hef.jpg,Bombylius_fraudulentus,Bombyliidae,Bombylius
f95c684e-fc98-436d-baed-8df948c5a417,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00029903_Chlorotabanus_ochreus_hef.jpg,Chlorotabanus_ochreus,Tabanidae,Chlorotabanus
10aac687-d1cb-44b0-948c-d1fa43fe0ffd,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00031275_Stenotabanus_vapidus_hef.jpg,Stenotabanus_vapidus,Tabanidae,Stenotabanus
baec96bc-7ea1-4a58-aa9c-38c51dca7270,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012901_Chrysotus_longimanus_hef.jpg,Chrysotus_longimanus,Dolichopodidae,Chrysotus
a820b144-aafa-4605-b74b-4376e2665534,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013143_Brachyopa_notata_hef.jpg,Brachyopa_notata,Syrphidae,Brachyopa
ee40c507-cf50-4953-ae3f-ba6e6e784e01,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012788_Cyrtopogon_longimanus_hef.jpg,Cyrtopogon_longimanus,Asilidae,Cyrtopogon
73526dff-9d5f-4ac6-9bb2-8f25f8370e12,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001149_Rhamphomyia_crassinervis_hef.jpg,Rhamphomyia_crassinervis,Empididae,Rhamphomyia
b0bae2e0-b73c-4b59-a3a2-e0bfd9c982ee,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012870_Psilopus_calcaratus_hef.jpg,Psilopus_calcaratus,Dolichopodidae,Psilopus
5a66014e-6bed-4447-b6b3-82c843e02ed8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012825_Deromyia_umbrina_hef.jpg,Deromyia_umbrina,Asilidae,Deromyia
5e68cb5c-ceba-4f54-8ad6-cc5b40e44054,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007619_Dolichopus_porphyrops_hef.jpg,Dolichopus_porphyrops,Dolichopodidae,Dolichopus
42c2acc0-c203-4a61-bd47-e5a068e3c6ce,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030582_Tabanus_clenchi_hef.jpg,Tabanus_clenchi,Tabanidae,Tabanus
04a4276c-9c69-4e4f-bf3c-5bde9658b43e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012702_Ploas_fenestrata_hef.jpg,Ploas_fenestrata,Bombyliidae,Ploas
144123c1-75df-45eb-854c-41565c14dbc2,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013548_Myopa_vesoculosa_var_varians_hef.jpg,Myopa_vesoculosa_var._varians,Conopidae,Myopa
1fd6f3b9-a141-4bbb-adc6-4abd4695c9f4,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012691_Bombylius_aurifer_hef.jpg,Bombylius_aurifer,Bombyliidae,Bombylius
61d649d9-a5f7-4476-8387-af919bb74f85,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030574_Tabanus_principis_hef.jpg,Tabanus_principis,Tabanidae,Tabanus
309d656b-e673-4b6d-8607-1e5e14927207,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00032752_Ceraturgus_johnsoni_hef.jpg,Ceraturgus_johnsoni,Asilidae,Ceraturgus
fe2960e6-4fb6-40d5-8163-caf57c1bb210,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013012_Gymnopternus_minutus_hef.jpg,Gymnopternus_minutus,Dolichopodidae,Gymnopternus
fb2acc89-9c5d-4b61-b8ac-dd7636c85e57,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012773_Echthodopa_pubera_hef.jpg,Echthodopa_pubera,Asilidae,Echthodopa
4f494bda-c5ff-4b57-8c1a-f1f2ba3cb2d0,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027646_Diachlorus_jobbinsi_hef.jpg,Diachlorus_jobbinsi,Tabanidae,Diachlorus
b65d3969-54e8-4b81-abdf-f038fcb372fa,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007657_Microdon_flavipennis_hef.jpg,Microdon_flavipennis,Syrphidae,Microdon
04e60a3b-bbc8-4911-ba30-f37b65c7e565,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012699_Ploas_obesula_hef.jpg,Ploas_obesula,Bombyliidae,Ploas
2aadff43-7784-41c4-9b1d-c57f8c00a906,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00029080_Chrysops_patricia_hef.jpg,Chrysops_patricia,Tabanidae,Chrysops
db641a84-c3f2-49ce-af65-13f368dd702f,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00010035_Dioctria_pleuralis_hef.jpg,Dioctria_pleuralis,Asilidae,Dioctria
07614298-50a4-4d8b-b3ec-9251f35b5d1d,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007001_Chrysotus_bermudensis_hef.jpg,Chrysotus_bermudensis,Dolichopodidae,Chrysotus
3c9d7543-bdd7-4cd1-8eb7-a45beb9120ad,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030579_Tabanus_despectus_hef.jpg,Tabanus_despectus,Tabanidae,Tabanus
d69b8b53-bd09-454f-acc3-2ceca486e058,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012835_Pygostolus_argentifer_hef.jpg,Pygostolus_argentifer,Asilidae,Pygostolus
d3e117db-128d-40bd-ae9c-fe77ea37a75e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026043_Eristalis_bequaerti_hef.jpg,Eristalis_bequaerti,Syrphidae,Eristalis
170dbfcd-2462-4ed9-b734-861a936badcb,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013480_Dasyllis_virginica_hef.jpg,Dasyllis_virginica,Asilidae,Dasyllis
78e9b0db-880e-4c00-8a5d-9c2b31c64eff,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001171_Platypalpus_debilis_hef.jpg,Platypalpus_debilis,Empididae,Platypalpus
bb069afa-e083-4bff-80d1-0fcf9299da77,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030583_Tabanus_darlingtoni_hef.jpg,Tabanus_darlingtoni,Tabanidae,Tabanus
875a1770-be20-4027-a603-1cb8757ca8ca,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027046_Cyrtopogon_laphriformis_hef.jpg,Cyrtopogon_laphriformis,Asilidae,Cyrtopogon
29ea73d7-4e71-4e92-ba74-8a287bdfa99c,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013557_Pipunculus_viduus_hef.jpg,Pipunculus_viduus,Pipunculidae,Pipunculus
1054c7b1-af6d-42fc-a8c5-7d03241dd1cd,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00028702_Leucotabanus_pauculus_hef.jpg,Leucotabanus_pauculus,Tabanidae,Leucotabanus
