"9a5c6aca-4485-46a0-b697-a278ff787406","http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0031826_habitus_dor_0.jpg","Listronotus borrichiae","Curculionidae","Listronotus"
"9cb63ca3-c8f9-43fe-b39b-8ecff63d9b4e","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201508/ASUHIC0070879_habitus_dorsal_1440457634.jpg","Stenocerus longulus","Anthribidae","Stenocerus"
"9e24d8e4-396c-430d-a9ea-e47ee8974ab5","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_208/TTU-Z_208249_combined_dorsal_lg.jpg","Prionus arenarius","Cerambycidae","Prionus"
"9fabfc1b-c711-46ec-a9d5-3ed819e6b81d","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201412/ASUHIC0047979_habitus_dorsal_1417970601_lg.jpg","Coenonycha hageni","Scarabaeidae","Coenonycha"
"a0d0d6b8-4dcc-4a37-b8a5-ee8de6888750","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201407/ASUHIC0047881_habitus_dorsal_1406486676_lg.jpg","Dichelonyx truncata","Scarabaeidae","Dichelonyx"
"a2e9c313-d57d-4f28-a0e7-8aaa8d29ce45","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201404/ASUHIC0017255_habitus_dor_lg.jpg","Myrmex cylindricollis","Curculionidae","Myrmex"
"a5206cdb-fd75-4714-b07e-1dccfd3b71df","","Curculio sulcatulus","Curculionidae","Curculio"
"a62d7592-6241-4074-8bf9-0b92cdd0788c","http://symbiota4.acis.ufl.edu/imglib/scan//201405/ASUHIC0003372_habitus_dor_lg.jpg","Nicentrus decipiens","Curculionidae","Nicentrus"
"a6360b3b-68c4-45f4-ac58-c23c20f93ebe","http://symbiota4.acis.ufl.edu/imglib/scan/TTU_TTU-Z/201502/TTU-Z_227475_combined_dorsal_1424998027.jpg","Lecontella gnara","Cleridae","Lecontella"
"1556e148-6315-4037-a230-dfcc46be8305","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201302/ASUHIC0003667_habitus_dor_lg.jpg","Acalles porosus","Curculionidae","Acalles"
"17a2ec2b-b781-4cca-85da-d78ab61b935e","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0037933_habitus_dorsal_1407447680_lg.jpg","Epicaerus operculatus","Curculionidae","Epicaerus"
"17ca74a5-e752-49a8-a014-63216e13dd9c","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_dor_lg.jpg","Barilepton filiforme","Curculionidae","Barilepton"
"19eb73cf-9c07-4e21-ba5f-b8a55d57995b","http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0008467_habitus_dor.jpg","Geodercodes latipennis","Curculionidae","Geodercodes"
"3a6b6f06-2c95-4c1f-8923-9d563234dc43","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0003165_habitus_dorsal_1407188954_lg.jpg","Ophryastes huachucae","Curculionidae","Ophryastes"
"3e5205eb-acaa-4863-ae90-552a2f266a82","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012921_D_lg.jpg","Carabidae","Carabidae",""
"a765f75b-b7d3-418a-9e1a-e34b4218559b","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201304/ASUHIC0003472_habitus_dor_lg.jpg","Haplostethops ellipsoidea","Curculionidae","Haplostethops"
"a92805e3-c5a6-4a4f-9332-eb6cb231afc5","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012752_D_lg.jpg","Carabidae","Carabidae",""
"aa5424b9-2da2-4588-b030-04fdfd88c360","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_072/TTU-Z_072882_combined_dorsal_lg.jpg","Cylindera lemniscata","Carabidae","Cylindera"
"ab8c7ece-8eca-4e9b-875f-3c2de7b1d76b","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201407/ASUHIC0061018_habitus_dorsal_1404522980.jpg","Cylindera lunalonga","Carabidae","Cylindera"
"ac9f9d34-4fef-4a58-b69a-9e2c4a6b768b","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_213/TTU-Z_213522_combined_dorsal_lg.jpg","Eusattus reticulata","Tenebrionidae","Eusattus"
"ad64127d-cfd2-491d-a505-a153d99488df","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_204/TTU-Z_204638_combined_dorsal_lg.jpg","Eleodes obscurus glabriusculus","Tenebrionidae",""
"ada8ad51-11f5-4f49-b988-36616c883502","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201406/ASUHIC0016964_habitus_dorsal_1402960199_lg.jpg","Glyptobaris lecontei","Curculionidae","Glyptobaris"
"c8728938-a635-41ca-82e9-670d1e5a4109","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201503/ASUHIC0070904_habitus_dorsal_1426802723.jpg","Trigonorhinus naviculus","Anthribidae","Trigonorhinus"
"c8cddf88-75bc-432d-bb76-93670b0617cd","http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0023861_habitus_dor.jpg","Lignyodes fraxini","Curculionidae","Lignyodes"
"64da8aa7-3e5a-4149-afe3-056f7b5c30d3","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201503/ASUHIC0060115_habitus_dorsal_1425669613.jpg","Lixus scrobicollis","Curculionidae","Lixus"
"66e6a28a-84d5-4715-b30c-fe847fc9355a","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_213/TTU-Z_213680_combined_dorsal_lg.jpg","Anthonomus tenuis","Curculionidae","Anthonomus"
"6a1561b2-4400-405a-92b8-eb4e16f2840a","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0045173_habitus_dorsal_1407455027.jpg","Calosoma sycophanta","Carabidae","Calosoma"
"ff98a285-b069-4867-ae58-e8cafdf6f65e","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201411/ASUHIC0030652_habitus_dorsal_1415738006.jpg","Pachyrrhynchus sonani","Curculionidae","Pachyrrhynchus"
"ebd6e453-3205-4883-a08c-3c3c6115c1eb","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201407/ASUHIC0053579_habitus_dorsal_1406660193_lg.jpg","Entiminae","Curculionidae",""
"ed6d73a5-fdbf-4285-8716-ce41bf92f86a","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_204/TTU-Z_204909_combined_dorsal_lg.jpg","Centrioptera texana","Tenebrionidae","Centrioptera"
"d9024a63-eca0-44b2-8952-277ac9d14241","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0006/NMSUACP0006464_D_lg.jpg","Agonoderus","Carabidae","Agonoderus"
"e4cc1c28-0cc3-4972-a35a-6f977844a8f7","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201404/ASUHIC0017271_habitus_dor_lg.jpg","Myrmex dugesi","Curculionidae","Myrmex"
"e65861b0-ec7e-413c-90e3-7cdaf6cb2a4c","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012885_D_lg.jpg","Carabidae","Carabidae",""
"e7f9acc9-bfd5-4c53-ab93-9918428de6b7","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012811_D_lg.jpg","Carabidae","Carabidae",""
"f27ba6f5-c772-420e-878b-e207078b8e6c","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201505/ASUHIC0070995_habitus_dorsal_1431989356.jpg","Goniocloeus niger","Anthribidae","Goniocloeus"
"f3223cf5-d885-4c52-a785-784beb7aba15","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_064/TTU-Z_064759_combined_dorsal_lg.jpg","Brachinus Texanus","Carabidae","Brachinus"
"f4b52ff6-9b75-4266-b663-6149f784e2c1","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012865_D_lg.jpg","Carabidae","Carabidae",""
"ccdd0518-9529-4faf-82b9-8af0681e5c76","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_224/TTU-Z_224131_combined_dorsal_lg.jpg","Hypera punctata","Curculionidae","Hypera"
"cf98020f-bb7a-4045-b223-172a7137c4c8","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_072/TTU-Z_072800_combined_dorsal_lg.jpg","Cicindela circumpicta circumpicta","Carabidae","Cicindela"
"3407f237-1150-49e1-8597-6ec9d7ff8d90","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012782_D_lg.jpg","Carabidae","Carabidae",""
"3500c874-f124-4a6a-b866-e0f2de121a7a","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201409/ASUHIC0037810_habitus_dorsal_1410411928.jpg","Promecops leucothyrea","Curculionidae","Promecops"
"0c46a52b-39fe-41e6-b622-266a9558f1cd","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201304/ASUHIC0003325_habitus_dor_lg.jpg","Polydrusus cervinus","Curculionidae","Polydrusus"
"0c8559e8-2922-46f8-85eb-c0499f0fe62f","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0006/NMSUACP0006472_D_lg.jpg","Agonoderus","Carabidae","Agonoderus"
"0f124046-ac3e-4332-9df1-418dca25e408","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201510/ASUHIC0003255_habitus_dorsal_1444082280.jpg","Dryophthorus insignis","Curculionidae","Dryophthorus"
"0f9f842c-dcfd-43d1-9261-d6eefdcc5d40","http://symbiota4.acis.ufl.edu/imglib/scan//201405/ASUHIC0017135_habitus_dor_lg.jpg","Oligolochus vicarius","Curculionidae","Oligolochus"
"0742fd45-ca8b-42b8-bef4-ab4de8388996","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_208/TTU-Z_208250_combined_dorsal_lg.jpg","Polyphylla monahansensis","Scarabaeidae","Polyphylla"
"07677c30-bd85-42dd-9898-f88e55d4a840","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201409/ASUHIC0045666_habitus_dorsal_1409885493.jpg","Pasimachus obsoletus","Carabidae","Pasimachus"
"2bf99b81-b6bf-4069-a5cb-78cbc7420388","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012844_D_lg.jpg","Carabidae","Carabidae",""
"2c91863a-672e-46a1-b5f1-9150a39baccf","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_070/TTU-Z_070533_combined_dorsal_lg.jpg","Calosoma obsoleta","Carabidae","Calosoma"
"2e235b53-d527-43d4-88f9-a4e6b6d95d32","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_208/TTU-Z_208639_combined_dorsal_lg.jpg","Conotrachelus lucanus","Curculionidae","Conotrachelus"
"2204462d-8358-4fc8-8ee2-6d6845e98037","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012933_D_lg.jpg","Carabidae","Carabidae",""
"2239ae44-3327-4702-a54b-a08ba52fd201","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201302/ASUHIC0008429_Habitus_dor_lg.jpg","Agronus cinerarius","Curculionidae","Agronus"
"28b6de97-f957-495f-b565-e0a9d7569ffb","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_208/TTU-Z_208635_combined_dorsal_lg.jpg","Colecerus marmoratus","Curculionidae","Colecerus"
"15cf98b7-7ce9-4427-84a1-fde44233e213","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012901_D_lg.jpg","Carabidae","Carabidae",""
"19c07f48-b4af-451c-b63b-10f65012d71d","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012792_D_lg.jpg","Carabidae","Carabidae",""
"215c810a-63f4-47e0-9f56-4d826f3979c9","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201303/ASUHIC0003493_habitus_dor_lg.jpg","Barinus lutescens","Curculionidae","Barinus"
"39355978-11b0-41e3-bb91-cc4cb6cfcb52","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012754_D_lg.jpg","Carabidae","Carabidae",""
"84ce6459-f362-4332-b4a2-691771395402","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0047948_habitus_dorsal_1408308331_lg.jpg","Coenonycha testacea","Scarabaeidae","Coenonycha"
"6df4f67a-a5d0-4428-8933-840f26d378eb","http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0017147_habitus_dor.jpg","Linogeraeus finitimus","Curculionidae","Linogeraeus"
"6eed60b7-1496-4c6b-8bde-002301042924","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201503/ASUHIC0070918_habitus_dorsal_1426788962.jpg","Trigonorhinus rotundatus","Anthribidae","Trigonorhinus"
"6f94b92a-3123-4904-87a7-0432629d0a63","http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0017200_habitus_dor.jpg","Cyrionyx clathratus","Curculionidae","Cyrionyx"
"6ffd9019-07ae-4e30-bd50-d5ebce313293","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201304/ASUHIC0008641_habitus_dor_lg.jpg","Ceutorhynchus rapae","Curculionidae","Ceutorhynchus"
"529092c1-82b7-4525-b11b-2862a1904feb","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012880_D_lg.jpg","Carabidae","Carabidae",""
"53a5ebfb-db67-4d65-b278-1b6d4ce5ed85","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201303/ASUHIC0019451_habitus_dor_lg.jpg","Compsus fossicollis","Curculionidae","Compsus"
"5b83f96f-8114-4f73-9690-bbace3ed512b","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201506/ASUHIC0048377_habitus_dorsal_1434912018_lg.jpg","Coenonycha scotti","Scarabaeidae","Coenonycha"
"3fdc248d-fd44-42a6-accf-408c68aa00c4","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012866_D_lg.jpg","Carabidae","Carabidae",""
"4345b8fc-8bd1-4d7a-854a-1b6559b0e706","http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0017146_habitus_dor.jpg","Linogeraeus finitimus","Curculionidae","Linogeraeus"
"45ad0e53-4dbd-4827-89c3-1e94ac491033","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_213/TTU-Z_213380_combined_dorsal_lg.jpg","Asbolus verrucosus","Curculionidae","Asbolus"
"7772424e-429a-415f-a67e-652aa8ecb424","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_204/TTU-Z_204857_combined_dorsal_lg.jpg","Coniontis","Tenebrionidae","Coniontis"
"780a4690-d269-4e09-909b-c588a52d43d9","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201301/ASUHIC0019447_Habitus_dor_lg.jpg","Compsus dentipes","Curculionidae","Compsus"
"7930f3d0-a568-4bd8-8b26-6f854bd511a1","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201304/ASUHIC0012351_habitus_dor_lg.jpg","Eudiagogus pulcher","Curculionidae","Eudiagogus"
"49f82f0a-6013-4bbc-ac42-666344aa53db","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0037973_habitus_dorsal_1407533204_lg.jpg","Stamoderes uniformis","Curculionidae","Stamoderes"
"4e33e4b2-49b7-480a-815e-c2d2560b1b2c","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201601/ASUHIC0008561_habitus_dorsal_1453142977.jpg","Sphenophorus minimus","Curculionidae","Sphenophorus"
"5e9375f2-52de-46bd-8850-48a96652b36e","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201412/ASUHIC0031313_habitus_dorsal_1417636590.jpg","Euphoria fulgida","Scarabaeidae","Euphoria"
"5f5be627-ac9a-4a67-b484-80ff34915cf7","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201511/ASUHIC0008538_habitus_dorsal_1447097881.jpg","Sphenophorus apicalis","Curculionidae","Sphenophorus"
"5f5e2c9f-88e7-4151-91a1-22b7be575030","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201501/ASUHIC0047990_habitus_dorsal_1421517513_lg.jpg","Coenonycha pascuensis","Scarabaeidae","Coenonycha"
"627a33e4-2a65-4347-826f-227de039f97e","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_213/TTU-Z_213660_combined_dorsal_lg.jpg","Anametis subfusca","Curculionidae","Anametis"
"7aac518b-1121-411c-aa82-b52ed62df1b7","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201304/ASUHIC0008646_habitus_dor_lg.jpg","Ceutorhynchus americanus","Curculionidae","Ceutorhynchus"
"7d185a9b-0c0d-4da2-9187-0960693d9a3d","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014868_habitus_dor_lg.jpg","Epicaerus","Curculionidae","Epicaerus"
"7fdade6a-ffdd-4d94-8bf6-2d2ee2944538","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_213/TTU-Z_213395_combined_dorsal_lg.jpg","Argoporis rufipes nitida","Tenebrionidae",""
"a9135c69-9bd5-4981-942d-4a0f98f9e3c2","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0006/NMSUACP0006621_D_lg.jpg","Calosoma peregrinator","Carabidae","Calosoma"
"a9b1c095-f1cb-47ab-a491-41a255378a5e","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_dor_lg.jpg","Strigoderma arbicola","Scarabaeidae","Strigoderma"
"29de29ae-4830-4ffd-b6ce-23736d1f7820","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0033617_habitus_dorsal_1408647042.jpg","Lachnopus","Curculionidae","Lachnopus"
"2dc0e817-8e56-4001-b186-932ea4dcdbbf","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201404/ASUHIC0017253_habitus_dor_0_lg.jpg","Myrmex uniformis","Curculionidae","Myrmex"
"2ed389e0-146f-4309-9caa-6f008b7ec87b","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201411/ASUHIC0000017_habitus_dorsal_p_1415988539_lg.jpg","Rhynchaenus griseus","Curculionidae","Rhynchaenus"
"38b982bd-578f-4136-9479-586fed603cd4","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012761_D_lg.jpg","Carabidae","Carabidae",""
"39666c15-4f97-4b82-b1de-b592258ddb94","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_213/TTU-Z_213672_combined_dorsal_lg.jpg","Anthonomus haematopus","Curculionidae","Anthonomus"
"3c84e04f-ee22-4df7-8de4-37389fcbc529","http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0017063_habitus_dor.jpg","Geraeus farinosus","Curculionidae","Geraeus"
"14d55f13-3ba6-4958-964e-985cf709bb6e","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012825_D_lg.jpg","Carabidae","Carabidae",""
"151c0dff-9440-4048-a4b4-79511b079204","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201406/ASUHIC0012453_habitus_dorsal_1402615743_lg.jpg","Phyxelis","Curculionidae","Phyxelis"
"1809a143-a304-4f48-9593-5996f9c9c595","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_073/TTU-Z_073174_combined_dorsal_lg.jpg","Cicindela obsoleta vulturina","Carabidae","Cicindela"
"18d4b439-4fc0-4f16-a632-2d9dceefccc1","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_014/TTU-Z_014615_combined_dorsal_lg.jpg","Dromochorus belfragei","Carabidae","Dromochorus"
"21961013-8480-40d6-8c6c-daaea5a4a16b","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201509/ASUHIC0071681_habitus_dorsal_1443645018.jpg","Diaprepes pulverulentus","Curculionidae","Diaprepes"
"23c6bb8f-c780-412f-b9bc-c6ad450ae229","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201505/ASUHIC0070989_habitus_dorsal_1432857643.jpg","Monocleus","Anthribidae","Monocleus"
"2443461e-aa4f-48f1-85f4-732c70e22e06","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0016886_habitus_dorsal_1407974437_lg.jpg","Cylindrocopturus eatoni","Curculionidae","Cylindrocopturus"
"25339798-f9b9-45f4-bb13-85f0758b641f","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201409/ASUHIC006208_habitus_dorsal_1411772312.jpg","Helluomorphoides papago","Carabidae","Helluomorphoides"
"280a7a5a-406c-41c5-8afa-5623a911d8e1","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201406/ASUHIC0044273_habitus_dorsal_1403052823_lg.jpg","Ophryastes nivosus","Curculionidae","Ophryastes"
"1c48ba09-5465-478c-b87d-cc7f733628db","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201411/ASUHIC0071856_habitus_dorsal_1416424755.jpg","Exophthalmus roseipes","Curculionidae","Exophthalmus"
"1cb178af-1ab1-4de5-8089-26cb6ca62d72","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012793_D_lg.jpg","Carabidae","Carabidae",""
"1d284ea8-6c3e-4998-9608-df05a375d0f1","http://symbiota4.acis.ufl.edu/imglib/scan/TTU_TTU-Z/201507/TTU-Z_215707_combined_dorsal_1438287017.jpg","Phyllophaga glabricula","Scarabaeidae","Phyllophaga"
"2030024c-03bc-46ef-8b05-1b425137332f","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0045181_habitus_dorsal_1407450115.jpg","Carabus vinctus","Carabidae","Carabus"
"4ec83e55-2c05-44a3-b202-f8600f670ad7","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201406/ASUHIC0044413_habitus_dorsal_1403046551_lg.jpg","Ophryastes squalidus","Curculionidae","Ophryastes"
"5128b487-2ff0-4ef7-80a7-621ea30e57f3","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_212/TTU-Z_212891_combined_dorsal_lg.jpg","Embaphion contractum","Tenebrionidae","Embaphion"
"517faa22-27e4-4d68-9fa2-a25837b8bac4","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201310/ASUHIC0000030_habitus_dor_lg.jpg","Cleonidius lobigerinus","Curculionidae","Cleonidius"
"544b8fe8-9619-438c-9541-4810e339f5cb","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201408/ASUHIC0045247_habitus_dorsal_1407878567.jpg","Calosoma prominens","Carabidae","Calosoma"
"488d1290-16d0-48eb-8cee-2f0954f8398f","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_073/TTU-Z_073714_combined_dorsal_lg.jpg","Cicindela punctulata","Carabidae","Cicindela"
"83589cab-b300-43a0-9aa9-321c8934990f","http://www2.nau.edu/sbugs-p/TTU-Z/TTU-Z_212/TTU-Z_212519_combined_dorsal_lg.jpg","Platydema micans","Tenebrionidae","Platydema"
"85b26111-a212-4b9f-9519-22a0ec082f65","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012859_D_lg.jpg","Carabidae","Carabidae",""
"8be492d3-632c-48ac-bc84-d66e9edd027a","http://symbiota4.acis.ufl.edu/imglib/scan/ASU_ASUHIC/201506/ASUHIC0057463_habitus_dorsal_1435514310_lg.jpg","Diplotaxis subrugata","Scarabaeidae","Diplotaxis"
"8d2efde9-8598-40bc-88d9-da8867f9fcac","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201301/ASUHIC0000521_Habitus_dor_lg.jpg","Eugonus bicolor","Anthribidae","Eugonus"
"8d9409fd-e362-442a-96b0-146e05a7122c","http://www2.nau.edu/sbugs-p/NMSU/NMSUACP0012/NMSUACP0012845_D_lg.jpg","Carabidae","Carabidae",""
"8f1dc2f8-f706-4c1d-b5e8-3406de3b944d","http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201304/ASUHIC0003641_habitus_dor_lg.jpg","Pseudoacalles nuchalis","Curculionidae","Pseudoacalles"
